新聞頻道,#genre#
TVBS精采,https://play-agora-test.innogx.com/live/01hClBYaU9Xvyn84tynbS8cp3vajDiOp3ZDqrurb4MEtTsSxi5.flv
東森超視,https://stream1.freetv.fun/bf0c93b73b47a18039f8e42d027ba66e63d7627ddfbfbd47a2ea77784413a4bc.m3u8
東森超視,rtmp://f13h.mine.nu:1935:1935/sat/tv331
東森超視,rtmp://f13h.mine.nu/sat/tv331
東森超視,rtmp://9hv9.mine.nu/sat/tv331.flv
東森超視,rtmp://116.93.98.236/sat/tv331.flv
東森超視,rtmp://60.248.77.83/sat/tv331
東森綜合2,https://www.youtube.com/watch?v=cimbpAZUjzw
東森綜合2,https://stream1.freetv.fun/c0f809a0e966f67c6ccaa453d7a76e0b6c703be7496dfb9e721930338bdee55f.m3u8
三立綜合,http://220.135.64.124:5050/4gtv-live207/index.m3u8
三立綜合,http://nmk.ioapk.com:5050/4gtv-live207/index.m3u8
靖天綜合,https://4gtv.158.qzz.io/163189/46bac370-f61c-446e-8eed-9b67ec322064/
靖天日本,https://4gtv.158.qzz.io/163189/9f56958f-4a50-4fc6-9407-a7e8b23a34e0/
緯來日本,rtmp://f13h.mine.nu:1935:1935/sat/tv771
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來日本,https://stream1.freetv.fun/58363aa7e36ad8b8d8e1a371cc7ef6232bfa5699f72162093025b036137ac36e.m3u8
時尚運動X,https://4gtv.158.qzz.io/163189/cf7ef929-0f52-4a1d-96e9-a2640f8d8825/
時尚運動X,https://4gtv.158.qzz.io/163189/469d850c-12ba-4454-b2c6-0e7f7fc5f974/
天王豬哥秀,https://www.youtube.com/watch?v=OhA_G0s9pqw
萬秀豬王,https://www.youtube.com/watch?v=ADDSmXoPDY8
豬哥會社,https://www.youtube.com/watch?v=v8MUGB4vst8
豬哥亮經典秀,https://www.youtube.com/watch?v=DFqBPb7EW5g
戲劇頻道,#genre#
靖天戲劇,https://4gtv.158.qzz.io/163189/cb08ca08-c955-4719-a594-f145c78c9209/
靖天戲劇,https://cdn12.178.indevs.in/163189/177d541552f78003
兒童頻道,#genre#
MOMO親子,http://nmk.ioapk.com:5050/4gtv-live107/index.m3u8
MOMO親子,http://iptv.4666888.xyz/iptv2A.php?id=49
MOMO親子,http://220.135.64.124:5050/4gtv-live107/index.m3u8
精選動漫,http://nmk.ioapk.com:5050/4gtv-live024/index.m3u8
精選動漫,http://220.135.64.124:5050/4gtv-live024/index.m3u8
精選動漫,https://cdn12.178.indevs.in/163189/e1d66f74bd2d4894
精選動漫,https://stream1.freetv.fun/ff94c0a44de701e4a9ca31c24b8b803f01b50f7907c6ad5b53dfea5eaaf2cd95.m3u8
Nick Jr. 兒童,http://nmk.ioapk.com:5050/4gtv-live032/index.m3u8
Nick Jr. 兒童,http://220.135.64.124:5050/4gtv-live032/index.m3u8
夢工廠動畫,https://4gtv.158.qzz.io/163189/cb8de1e9-bd8e-4231-a4e3-bcb6b084b683/
夢工廠動畫,http://nmk.ioapk.com:5050/4gtv-live017/index.m3u8
夢工廠動畫,http://iptv.4666888.xyz/iptv2A.php?id=40
夢工廠動畫,http://220.135.64.124:5050/4gtv-live017/index.m3u8
夢工廠動畫,https://cdn12.178.indevs.in/163189/10395eb942c5a9b9
尼克兒童,http://nmk.ioapk.com:5050/4gtv-live105/index.m3u8
尼克兒童,http://220.135.64.124:5050/4gtv-live105/index.m3u8
ABC互動英語,http://220.135.64.124:5050/4gtv-live030/index.m3u8
ABC互動英語,http://nmk.ioapk.com:5050/4gtv-live030/index.m3u8
金光布袋戲,http://nmk.ioapk.com:5050/4gtv-live144/index.m3u8
金光布袋戲,http://220.135.64.124:5050/4gtv-live144/index.m3u8
金光布袋戲,http://iptv.4666888.xyz/iptv2A.php?id=38
探索頻道,#genre#
Love Nature,http://nmk.ioapk.com:5050/4gtv-live208/index.m3u8
Love Nature,http://220.135.64.124:5050/4gtv-live208/index.m3u8
電影頻道,#genre#
ROCK 動作,http://nmk.ioapk.com:5050/4gtv-live138/index.m3u8
ROCK 動作,http://220.135.64.124:5050/4gtv-live138/index.m3u8
ROCK 動作,http://iptv.4666888.xyz/iptv2A.php?id=50
ROCK 娛樂,http://nmk.ioapk.com:5050/4gtv-live080/index.m3u8
ROCK 娛樂,http://220.135.64.124:5050/4gtv-live080/index.m3u8
靖天映畫,https://4gtv.158.qzz.io/163189/5c69ffac-f232-47eb-b15e-6f8a0caeaa6c/
靖天映畫,https://iptv.852851.xyz/ch/13eaf1f8e1b5a94d2350dccab165849a/master.m3u8
靖天映畫,https://cdn12.178.indevs.in/163189/bd4752bd7828b2bf
靖天電影,https://4gtv.158.qzz.io/163189/ac91480e-8572-41b6-af5d-2421f2bf0d78/
靖天電影,http://iptv.4666888.xyz/iptv2A.php?id=56
靖天電影,https://cdn12.178.indevs.in/163189/ed33509e03e78c7a
AMC電影,https://4gtv.158.qzz.io/163189/516897fd-240f-4633-83ae-525f55275205/
世界電影,http://nmk.ioapk.com:5050/4gtv-live069/index.m3u8
世界電影,http://220.135.64.124:5050/4gtv-live069/index.m3u8
世界電影,https://cdn12.178.indevs.in/163189/6086cfe7a9756110
財經頻道,#genre#
東森財經,https://www.youtube.com/watch?v=AEBeWMM1atA
東森財經,https://4gtv.158.qzz.io/163189/15801af6-42b5-47b0-9c68-908ce9d1ae29/
非凡財經,https://www.youtube.com/watch?v=eA6Aczd3FZM
台視財經,http://74.91.26.218:82/live/ttvcj.m3u8
台視財經,https://stream1.freetv.fun/e2331640734e3da0f0ea18e4021f6d8ce8247924af42ed34d282c4aa1c0e1dbd.m3u8
SBN全球財經,http://220.135.64.124:5050/4gtv-live060/index.m3u8
SBN全球財經,http://nmk.ioapk.com:5050/4gtv-live060/index.m3u8
電台,#genre#
全國治安交通網,http://stream.pbs.gov.tw:1935/live/mp3:PBS/playlist.m3u8
CityFM台北健康FM 90.1,http://fm901.cityfm.tw:8080/901.mp3
FlyRadio飛揚調頻895,https://stream.rcs.revma.com/e0tdah74hv8uv
AsiaFM亞太電台FM92.3,https://stream.rcs.revma.com/kydend74hv8uv
中廣音樂網,http://stream.rcs.revma.com/ks4vsmg3qtzuv
中廣流行網,http://stream.rcs.revma.com/aw9uqyxy2tzuv
飛碟電台,http://stream.rcs.revma.com/em90w4aeewzuv
音樂頻道,#genre#
24H歌曲1,https://www.youtube.com/watch?v=vdYhBKsfT0w
24H歌曲2,https://www.youtube.com/watch?v=V8zIXHMYioI
24H歌曲3,https://www.youtube.com/watch?v=llJIZFOYcKs
24H歌曲4,https://www.youtube.com/watch?v=4as0oulpfZA
24H歌曲5,https://www.youtube.com/watch?v=3dVY9kAguRk
音樂欣賞1,https://www.youtube.com/watch?v=DN1rUKLQu5w
音樂欣賞2,https://www.youtube.com/watch?v=49_NARBfPr4
音樂欣賞3,https://www.youtube.com/watch?v=b_k6nvrPyqc
音樂欣賞4,https://www.youtube.com/watch?v=iYSASt9UeXw
音樂欣賞5,http://61.221.215.25:8800/hls/49/index.m3u8




































